Mod:Item:MetaData, Localized Name
gregtech:fluid_pipe_huge:328, 巨型锡铁合金流体管道
gregtech:fluid_pipe_huge:113, 巨型钛流体管道
gregtech:fluid_pipe_huge:115, 巨型钨流体管道
gregtech:fluid_pipe_huge:396, 巨型碳化钨流体管道
gregtech:fluid_pipe_huge:2013, 巨型钨钢流体管道
gregtech:fluid_pipe_huge:2036, 巨型钒钢流体管道
gregtech:fluid_pipe_quadruple:2, 四重铝流体管道
gregtech:fluid_pipe_quadruple:260, 四重青铜流体管道
gregtech:fluid_pipe_quadruple:22, 四重铬流体管道
gregtech:fluid_pipe_quadruple:25, 四重铜流体管道
gregtech:fluid_pipe_quadruple:27, 四重钅达流体管道
gregtech:fluid_pipe_quadruple:129, 四重铿铀流体管道
gregtech:fluid_pipe_quadruple:33, 四重铕流体管道
gregtech:fluid_pipe_quadruple:41, 四重金流体管道
gregtech:fluid_pipe_quadruple:50, 四重铱流体管道
gregtech:fluid_pipe_quadruple:51, 四重铁流体管道
gregtech:fluid_pipe_quadruple:55, 四重铅流体管道
gregtech:fluid_pipe_quadruple:124, 四重硅岩流体管道
gregtech:fluid_pipe_quadruple:2042, 四重硅岩合金流体管道
gregtech:fluid_pipe_quadruple:127, 四重中子素流体管道
gregtech:fluid_pipe_quadruple:296, 四重铌钛合金流体管道
gregtech:fluid_pipe_quadruple:1012, 四重聚乙烯（PE）流体管道
gregtech:fluid_pipe_quadruple:1010, 四重聚苯并咪唑（PBI）流体管道
gregtech:fluid_pipe_quadruple:1016, 四重聚四氟乙烯（PTFE）流体管道
gregtech:fluid_pipe_quadruple:2037, 四重粗青铜合金流体管道
gregtech:fluid_pipe_quadruple:2062, 四重镀铑钯流体管道
gregtech:fluid_pipe_quadruple:1068, 四重橡胶流体管道
gregtech:fluid_pipe_quadruple:323, 四重不锈钢流体管道
gregtech:fluid_pipe_quadruple:324, 四重钢流体管道
gregtech:fluid_pipe_quadruple:328, 四重锡铁合金流体管道
gregtech:fluid_pipe_quadruple:113, 四重钛流体管道
gregtech:fluid_pipe_quadruple:115, 四重钨流体管道
gregtech:fluid_pipe_quadruple:396, 四重碳化钨流体管道
gregtech:fluid_pipe_quadruple:2013, 四重钨钢流体管道
gregtech:fluid_pipe_quadruple:2036, 四重钒钢流体管道
gregtech:fluid_pipe_nonuple:2, 九重铝流体管道
gregtech:fluid_pipe_nonuple:260, 九重青铜流体管道
gregtech:fluid_pipe_nonuple:22, 九重铬流体管道
gregtech:fluid_pipe_nonuple:25, 九重铜流体管道
gregtech:fluid_pipe_nonuple:27, 九重钅达流体管道
gregtech:fluid_pipe_nonuple:129, 九重铿铀流体管道
gregtech:fluid_pipe_nonuple:33, 九重铕流体管道
gregtech:fluid_pipe_nonuple:41, 九重金流体管道
gregtech:fluid_pipe_nonuple:50, 九重铱流体管道
gregtech:fluid_pipe_nonuple:51, 九重铁流体管道
gregtech:fluid_pipe_nonuple:55, 九重铅流体管道
gregtech:fluid_pipe_nonuple:124, 九重硅岩流体管道
gregtech:fluid_pipe_nonuple:2042, 九重硅岩合金流体管道
gregtech:fluid_pipe_nonuple:127, 九重中子素流体管道
gregtech:fluid_pipe_nonuple:296, 九重铌钛合金流体管道
gregtech:fluid_pipe_nonuple:1012, 九重聚乙烯（PE）流体管道
gregtech:fluid_pipe_nonuple:1010, 九重聚苯并咪唑（PBI）流体管道
gregtech:fluid_pipe_nonuple:1016, 九重聚四氟乙烯（PTFE）流体管道
gregtech:fluid_pipe_nonuple:2037, 九重粗青铜合金流体管道
gregtech:fluid_pipe_nonuple:2062, 九重镀铑钯流体管道
gregtech:fluid_pipe_nonuple:1068, 九重橡胶流体管道
gregtech:fluid_pipe_nonuple:323, 九重不锈钢流体管道
gregtech:fluid_pipe_nonuple:324, 九重钢流体管道
gregtech:fluid_pipe_nonuple:328, 九重锡铁合金流体管道
gregtech:fluid_pipe_nonuple:113, 九重钛流体管道
gregtech:fluid_pipe_nonuple:115, 九重钨流体管道
gregtech:fluid_pipe_nonuple:396, 九重碳化钨流体管道
gregtech:fluid_pipe_nonuple:2013, 九重钨钢流体管道
gregtech:fluid_pipe_nonuple:2036, 九重钒钢流体管道
gregtech:item_pipe_small:3, 小型镅物品管道
gregtech:item_pipe_small:302, 小型黑青铜物品管道
gregtech:item_pipe_small:259, 小型黄铜物品管道
gregtech:item_pipe_small:23, 小型钴物品管道
gregtech:item_pipe_small:2014, 小型钴黄铜物品管道
gregtech:item_pipe_small:274, 小型白铜物品管道
gregtech:item_pipe_small:277, 小型琥珀金物品管道
gregtech:item_pipe_small:290, 小型镁铝合金物品管道
gregtech:item_pipe_small:69, 小型镍物品管道
gregtech:item_pipe_small:344, 小型铱锇合金物品管道
gregtech:item_pipe_small:75, 小型锇物品管道
gregtech:item_pipe_small:80, 小型铂物品管道
gregtech:item_pipe_small:1007, 小型聚氯乙烯（PVC）物品管道
gregtech:item_pipe_small:301, 小型玫瑰金物品管道
gregtech:item_pipe_small:300, 小型标准纯银物品管道
gregtech:item_pipe_small:112, 小型锡物品管道
gregtech:item_pipe_small:331, 小型哈氏合金物品管道
gregtech:item_pipe_normal:3, 镅物品管道
gregtech:item_pipe_normal:302, 黑青铜物品管道
gregtech:item_pipe_normal:259, 黄铜物品管道
gregtech:item_pipe_normal:23, 钴物品管道
gregtech:item_pipe_normal:2014, 钴黄铜物品管道
gregtech:item_pipe_normal:274, 白铜物品管道
gregtech:item_pipe_normal:277, 琥珀金物品管道
gregtech:item_pipe_normal:290, 镁铝合金物品管道
gregtech:item_pipe_normal:69, 镍物品管道
gregtech:item_pipe_normal:344, 铱锇合金物品管道
gregtech:item_pipe_normal:75, 锇物品管道
gregtech:item_pipe_normal:80, 铂物品管道
gregtech:item_pipe_normal:1007, 聚氯乙烯（PVC）物品管道
gregtech:item_pipe_normal:301, 玫瑰金物品管道
gregtech:item_pipe_normal:300, 标准纯银物品管道
gregtech:item_pipe_normal:112, 锡物品管道
gregtech:item_pipe_normal:331, 哈氏合金物品管道
gregtech:item_pipe_large:3, 大型镅物品管道
gregtech:item_pipe_large:302, 大型黑青铜物品管道
gregtech:item_pipe_large:259, 大型黄铜物品管道
gregtech:item_pipe_large:23, 大型钴物品管道
gregtech:item_pipe_large:2014, 大型钴黄铜物品管道
gregtech:item_pipe_large:274, 大型白铜物品管道
gregtech:item_pipe_large:277, 大型琥珀金物品管道
gregtech:item_pipe_large:290, 大型镁铝合金物品管道
gregtech:item_pipe_large:69, 大型镍物品管道
gregtech:item_pipe_large:344, 大型铱锇合金物品管道
gregtech:item_pipe_large:75, 大型锇物品管道
gregtech:item_pipe_large:80, 大型铂物品管道
gregtech:item_pipe_large:1007, 大型聚氯乙烯（PVC）物品管道
gregtech:item_pipe_large:301, 大型玫瑰金物品管道
gregtech:item_pipe_large:300, 大型标准纯银物品管道
gregtech:item_pipe_large:112, 大型锡物品管道
gregtech:item_pipe_large:331, 大型哈氏合金物品管道
gregtech:item_pipe_huge:3, 巨型镅物品管道
gregtech:item_pipe_huge:302, 巨型黑青铜物品管道
gregtech:item_pipe_huge:259, 巨型黄铜物品管道
gregtech:item_pipe_huge:23, 巨型钴物品管道
gregtech:item_pipe_huge:2014, 巨型钴黄铜物品管道
gregtech:item_pipe_huge:274, 巨型白铜物品管道
gregtech:item_pipe_huge:277, 巨型琥珀金物品管道
gregtech:item_pipe_huge:290, 巨型镁铝合金物品管道
gregtech:item_pipe_huge:69, 巨型镍物品管道
gregtech:item_pipe_huge:344, 巨型铱锇合金物品管道
gregtech:item_pipe_huge:75, 巨型锇物品管道
gregtech:item_pipe_huge:80, 巨型铂物品管道
gregtech:item_pipe_huge:1007, 巨型聚氯乙烯（PVC）物品管道
gregtech:item_pipe_huge:301, 巨型玫瑰金物品管道
gregtech:item_pipe_huge:300, 巨型标准纯银物品管道
gregtech:item_pipe_huge:112, 巨型锡物品管道
gregtech:item_pipe_huge:331, 巨型哈氏合金物品管道
gregtech:item_pipe_small_restrictive:3, 小型加固镅物品管道
gregtech:item_pipe_small_restrictive:302, 小型加固黑青铜物品管道
gregtech:item_pipe_small_restrictive:259, 小型加固黄铜物品管道
gregtech:item_pipe_small_restrictive:23, 小型加固钴物品管道
gregtech:item_pipe_small_restrictive:2014, 小型加固钴黄铜物品管道
gregtech:item_pipe_small_restrictive:274, 小型加固白铜物品管道
gregtech:item_pipe_small_restrictive:277, 小型加固琥珀金物品管道
gregtech:item_pipe_small_restrictive:290, 小型加固镁铝合金物品管道
gregtech:item_pipe_small_restrictive:69, 小型加固镍物品管道
gregtech:item_pipe_small_restrictive:344, 小型加固铱锇合金物品管道
gregtech:item_pipe_small_restrictive:75, 小型加固锇物品管道
gregtech:item_pipe_small_restrictive:80, 小型加固铂物品管道
gregtech:item_pipe_small_restrictive:1007, 小型加固聚氯乙烯（PVC）物品管道
gregtech:item_pipe_small_restrictive:301, 小型加固玫瑰金物品管道
gregtech:item_pipe_small_restrictive:300, 小型加固标准纯银物品管道
gregtech:item_pipe_small_restrictive:112, 小型加固锡物品管道
gregtech:item_pipe_small_restrictive:331, 小型加固哈氏合金物品管道
gregtech:item_pipe_normal_restrictive:3, 加固镅物品管道
gregtech:item_pipe_normal_restrictive:302, 加固黑青铜物品管道
gregtech:item_pipe_normal_restrictive:259, 加固黄铜物品管道
gregtech:item_pipe_normal_restrictive:23, 加固钴物品管道
gregtech:item_pipe_normal_restrictive:2014, 加固钴黄铜物品管道
gregtech:item_pipe_normal_restrictive:274, 加固白铜物品管道
gregtech:item_pipe_normal_restrictive:277, 加固琥珀金物品管道
gregtech:item_pipe_normal_restrictive:290, 加固镁铝合金物品管道
gregtech:item_pipe_normal_restrictive:69, 加固镍物品管道
gregtech:item_pipe_normal_restrictive:344, 加固铱锇合金物品管道
gregtech:item_pipe_normal_restrictive:75, 加固锇物品管道
gregtech:item_pipe_normal_restrictive:80, 加固铂物品管道
gregtech:item_pipe_normal_restrictive:1007, 加固聚氯乙烯（PVC）物品管道
gregtech:item_pipe_normal_restrictive:301, 加固玫瑰金物品管道
gregtech:item_pipe_normal_restrictive:300, 加固标准纯银物品管道
gregtech:item_pipe_normal_restrictive:112, 加固锡物品管道
gregtech:item_pipe_normal_restrictive:331, 加固哈氏合金物品管道
gregtech:item_pipe_large_restrictive:3, 大型加固镅物品管道
gregtech:item_pipe_large_restrictive:302, 大型加固黑青铜物品管道
gregtech:item_pipe_large_restrictive:259, 大型加固黄铜物品管道
gregtech:item_pipe_large_restrictive:23, 大型加固钴物品管道
gregtech:item_pipe_large_restrictive:2014, 大型加固钴黄铜物品管道
gregtech:item_pipe_large_restrictive:274, 大型加固白铜物品管道
gregtech:item_pipe_large_restrictive:277, 大型加固琥珀金物品管道
gregtech:item_pipe_large_restrictive:290, 大型加固镁铝合金物品管道
gregtech:item_pipe_large_restrictive:69, 大型加固镍物品管道
gregtech:item_pipe_large_restrictive:344, 大型加固铱锇合金物品管道
gregtech:item_pipe_large_restrictive:75, 大型加固锇物品管道
gregtech:item_pipe_large_restrictive:80, 大型加固铂物品管道
gregtech:item_pipe_large_restrictive:1007, 大型加固聚氯乙烯（PVC）物品管道
gregtech:item_pipe_large_restrictive:301, 大型加固玫瑰金物品管道
gregtech:item_pipe_large_restrictive:300, 大型加固标准纯银物品管道
gregtech:item_pipe_large_restrictive:112, 大型加固锡物品管道
gregtech:item_pipe_large_restrictive:331, 大型加固哈氏合金物品管道
gregtech:item_pipe_huge_restrictive:3, 巨型加固镅物品管道
gregtech:item_pipe_huge_restrictive:302, 巨型加固黑青铜物品管道
gregtech:item_pipe_huge_restrictive:259, 巨型加固黄铜物品管道
gregtech:item_pipe_huge_restrictive:23, 巨型加固钴物品管道
gregtech:item_pipe_huge_restrictive:2014, 巨型加固钴黄铜物品管道
gregtech:item_pipe_huge_restrictive:274, 巨型加固白铜物品管道
gregtech:item_pipe_huge_restrictive:277, 巨型加固琥珀金物品管道
gregtech:item_pipe_huge_restrictive:290, 巨型加固镁铝合金物品管道
gregtech:item_pipe_huge_restrictive:69, 巨型加固镍物品管道
gregtech:item_pipe_huge_restrictive:344, 巨型加固铱锇合金物品管道
gregtech:item_pipe_huge_restrictive:75, 巨型加固锇物品管道
gregtech:item_pipe_huge_restrictive:80, 巨型加固铂物品管道
gregtech:item_pipe_huge_restrictive:1007, 巨型加固聚氯乙烯（PVC）物品管道
gregtech:item_pipe_huge_restrictive:301, 巨型加固玫瑰金物品管道
gregtech:item_pipe_huge_restrictive:300, 巨型加固标准纯银物品管道
gregtech:item_pipe_huge_restrictive:112, 巨型加固锡物品管道
gregtech:item_pipe_huge_restrictive:331, 巨型加固哈氏合金物品管道
gregtech:optical_pipe_normal:0, 光缆
gregtech:laser_pipe_normal:0, 激光传导线缆
gregtech:ld_item_pipe, 长距离物品管道
gregtech:ld_fluid_pipe, 长距离流体管道
gregtech:hermetic_casing:0, 密封机械方块 I
gregtech:hermetic_casing:1, 密封机械方块 II
gregtech:hermetic_casing:2, 密封机械方块 III
gregtech:hermetic_casing:3, 密封机械方块 IV
gregtech:hermetic_casing:4, 密封机械方块 V
gregtech:hermetic_casing:5, 密封机械方块 VI
gregtech:hermetic_casing:6, 密封机械方块 VII
gregtech:hermetic_casing:7, 密封机械方块 VIII
gregtech:hermetic_casing:8, 密封机械方块 IX
gregtech:cleanroom_casing:0, 塑料混凝土
gregtech:cleanroom_casing:1, 过滤器机械方块
gregtech:cleanroom_casing:2, 除菌过滤器机械方块
gregtech:computer_casing:0, 计算机外壳
gregtech:computer_casing:1, 计算机散热口
gregtech:computer_casing:2, 高能机械方块
gregtech:computer_casing:3, 高级计算机外壳
gregtech:battery_block:0, 空电容（Tier I）
gregtech:battery_block:1, 兰波顿电容（§5EV§r）
gregtech:battery_block:2, 兰波顿电容（§1IV§r）
gregtech:battery_block:3, 空电容（Tier II）
gregtech:battery_block:4, 兰波顿电容（§dLuV§r）
gregtech:battery_block:5, 兰波顿电容（§cZPM§r）
gregtech:battery_block:6, 空电容（Tier III）
gregtech:battery_block:7, 兰波顿电容（§3UV§r）
gregtech:battery_block:8, tile.battery_block.quantum_uhv.name
gregtech:battery_block:9, tile.battery_block.empty_tier_iv.name
gregtech:battery_block:10, tile.battery_block.spacetime_uev.name
gregtech:battery_block:11, tile.battery_block.graviton_uiv.name
gregtech:battery_block:12, tile.battery_block.empty_tier_v.name
gregtech:battery_block:13, tile.battery_block.chronos_uxv.name
gregtech:battery_block:14, tile.battery_block.cosmic_opv.name
gregtech:battery_block:15, tile.battery_block.ultimate_max.name
gregtech:boiler_casing:0, 青铜管道外壳
gregtech:boiler_casing:1, 钢管道外壳
gregtech:boiler_casing:2, 钛管道外壳
gregtech:boiler_casing:3, 钨钢管道外壳
gregtech:boiler_casing:4, 聚四氟乙烯管道外壳
gregtech:boiler_firebox_casing:0, 青铜燃烧室
gregtech:boiler_firebox_casing:1, 钢燃烧室
gregtech:boiler_firebox_casing:2, 钛燃烧室
gregtech:boiler_firebox_casing:3, 钨钢燃烧室
gregtech:metal_casing:0, 青铜机械方块
gregtech:metal_casing:1, 耐火砖块
gregtech:metal_casing:2, 殷钢隔热机械方块
gregtech:metal_casing:3, 铝制防冻机械方块
gregtech:metal_casing:4, 脱氧钢机械方块
gregtech:metal_casing:5, 洁净不锈钢机械方块
gregtech:metal_casing:6, 加强钛机械方块
gregtech:metal_casing:7, 强化钨钢机械方块
gregtech:metal_casing:8, 焦炉砖块
gregtech:metal_casing:9, 聚四氟乙烯化学惰性机械方块
gregtech:metal_casing:10, 坚固高速钢-E机械方块
gregtech:metal_casing:11, 镀钯变电站机械方块
gregtech:turbine_casing:0, 青铜齿轮箱机械方块
gregtech:turbine_casing:1, 钢齿轮箱机械方块
gregtech:turbine_casing:2, 不锈钢齿轮箱机械方块
gregtech:turbine_casing:3, 钛齿轮箱机械方块
gregtech:turbine_casing:4, 钨钢齿轮箱机械方块
gregtech:turbine_casing:5, 钢涡轮机械方块
gregtech:turbine_casing:6, 钛涡轮机械方块
gregtech:turbine_casing:7, 不锈钢涡轮机械方块
gregtech:turbine_casing:8, 钨钢涡轮机械方块
gregtech:machine_casing:0, §8ULV§r机械方块
gregtech:machine_casing:1, §7LV§r机械方块
gregtech:machine_casing:2, §bMV§r机械方块
gregtech:machine_casing:3, §6HV§r机械方块
gregtech:machine_casing:4, §5EV§r机械方块
gregtech:machine_casing:5, §1IV§r机械方块
gregtech:machine_casing:6, §dLuV§r机械方块
gregtech:machine_casing:7, §cZPM§r机械方块
gregtech:machine_casing:8, §3UV§r机械方块
gregtech:machine_casing:9, §4UHV§r机械方块
gregtech:machine_casing:10, §aUEV§r机械方块
gregtech:machine_casing:11, §2UIV§r机械方块
gregtech:machine_casing:12, §eUXV§r机械方块
gregtech:machine_casing:13, §9OpV§r机械方块
gregtech:machine_casing:14, §c§lMAX§r机械方块
gregtech:steam_casing:0, 青铜外壳
gregtech:steam_casing:1, 砖砌青铜外壳
gregtech:steam_casing:2, 钢制外壳
gregtech:steam_casing:3, 砖砌锻铁外壳
gregtech:steam_casing:4, 水泵盖板
gregtech:steam_casing:5, 木制壁面
gregtech:multiblock_casing:0, 引擎进气机械方块
gregtech:multiblock_casing:1, 极限引擎进气机械方块
gregtech:multiblock_casing:2, 栅格机械方块
gregtech:multiblock_casing:3, 装配线控制外壳
gregtech:multiblock_casing:4, 装配线外壳
gregtech:transparent_casing:0, 强化玻璃
gregtech:transparent_casing:1, 聚变玻璃
gregtech:transparent_casing:2, 夹层玻璃
gregtech:transparent_casing:3, 超净间玻璃
gregtech:wire_coil:0, 白铜线圈方块
gregtech:wire_coil:1, 坎塔尔合金线圈方块
gregtech:wire_coil:2, 镍铬合金线圈方块
gregtech:wire_coil:3, 钌钨钼合金线圈方块
gregtech:wire_coil:4, 高速钢-G线圈方块
gregtech:wire_coil:5, 硅岩线圈方块
gregtech:wire_coil:6, 凯金线圈方块
gregtech:wire_coil:7, 三钛合金线圈方块
gregtech:fusion_casing:0, 超导线圈方块
gregtech:fusion_casing:1, 聚变线圈方块
gregtech:fusion_casing:2, 聚变机器外壳
gregtech:fusion_casing:3, 聚变机械方块 MK-II
gregtech:fusion_casing:4, 聚变机械方块 MK-III
gregtech:warning_sign:0, 黄色路障方块
gregtech:warning_sign:1, 黄色路障方块
gregtech:warning_sign:2, 辐射危害警示方块
gregtech:warning_sign:3, 生化危害警示方块
gregtech:warning_sign:4, 爆炸危害警示方块
gregtech:warning_sign:5, 易燃危害警示方块
gregtech:warning_sign:6, 强酸危害警示方块
gregtech:warning_sign:7, 魔力危害警示方块
gregtech:warning_sign:8, 低温危害警示方块
gregtech:warning_sign:9, 噪声危害警示方块
gregtech:warning_sign:10, 泛用危害警示方块
gregtech:warning_sign:11, 高压电危害警示方块
gregtech:warning_sign:12, 强磁危害警示方块
gregtech:warning_sign:13, 反物质危害警示方块
gregtech:warning_sign:14, 高温危害警示方块
gregtech:warning_sign:15, 虚空危害警示方块
gregtech:warning_sign_1:0, 刷怪笼危害警示方块
gregtech:warning_sign_1:1, 空间存储危害警示方块
gregtech:warning_sign_1:2, 激光危害警示方块
gregtech:warning_sign_1:3, 怪物侵袭危害警示方块
gregtech:warning_sign_1:4, Boss危害警示方块
gregtech:warning_sign_1:5, 格雷化危害警示方块
gregtech:warning_sign_1:6, 非标准因果律危害警示方块
gregtech:warning_sign_1:7, 自动化防御设施危害警示方块
gregtech:warning_sign_1:8, 高压力危害警示方块
gregtech:metal_sheet:0, 白色金属板方块
gregtech:metal_sheet:1, 橙色金属板方块
gregtech:metal_sheet:2, 品红色金属板方块
gregtech:metal_sheet:3, 淡蓝色金属板方块
gregtech:metal_sheet:4, 黄色金属板方块
gregtech:metal_sheet:5, 黄绿色金属板方块
gregtech:metal_sheet:6, 粉红色金属板方块
gregtech:metal_sheet:7, 灰色金属板方块
gregtech:metal_sheet:8, 淡灰色金属板方块
gregtech:metal_sheet:9, 青色金属板方块
gregtech:metal_sheet:10, 紫色金属板方块
gregtech:metal_sheet:11, 蓝色金属板方块
gregtech:metal_sheet:12, 棕色金属板方块
gregtech:metal_sheet:13, 绿色金属板方块
gregtech:metal_sheet:14, 红色金属板方块
gregtech:metal_sheet:15, 黑色金属板方块
gregtech:large_metal_sheet:0, 白色粗纹金属板方块
gregtech:large_metal_sheet:1, 橙色粗纹金属板方块
gregtech:large_metal_sheet:2, 品红色粗纹金属板方块
gregtech:large_metal_sheet:3, 淡蓝色粗纹金属板方块
gregtech:large_metal_sheet:4, 黄色粗纹金属板方块
gregtech:large_metal_sheet:5, 黄绿色粗纹金属板方块
gregtech:large_metal_sheet:6, 粉红色粗纹金属板方块
gregtech:large_metal_sheet:7, 灰色粗纹金属板方块
gregtech:large_metal_sheet:8, 淡灰色粗纹金属板方块
gregtech:large_metal_sheet:9, 青色粗纹金属板方块
gregtech:large_metal_sheet:10, 紫色粗纹金属板方块
gregtech:large_metal_sheet:11, 蓝色粗纹金属板方块
gregtech:large_metal_sheet:12, 棕色粗纹金属板方块
gregtech:large_metal_sheet:13, 绿色粗纹金属板方块
gregtech:large_metal_sheet:14, 红色粗纹金属板方块
gregtech:large_metal_sheet:15, 黑色粗纹金属板方块
gregtech:studs:0, 白色橡胶混凝土
gregtech:studs:1, 橙色橡胶混凝土
gregtech:studs:2, 品红色橡胶混凝土
gregtech:studs:3, 淡蓝色橡胶混凝土
gregtech:studs:4, 黄色橡胶混凝土
gregtech:studs:5, 黄绿色橡胶混凝土
gregtech:studs:6, 粉红色橡胶混凝土
gregtech:studs:7, 灰色橡胶混凝土
gregtech:studs:8, 淡灰色橡胶混凝土
gregtech:studs:9, 青色橡胶混凝土
gregtech:studs:10, 紫色橡胶混凝土
gregtech:studs:11, 蓝色橡胶混凝土
gregtech:studs:12, 棕色橡胶混凝土
gregtech:studs:13, 绿色橡胶混凝土
gregtech:studs:14, 红色橡胶混凝土
gregtech:studs:15, 黑色橡胶混凝土
gregtech:white_lamp:0, 白色灯
gregtech:white_lamp:1, 白色灯
gregtech:white_lamp:2, 白色灯
gregtech:white_lamp:3, 白色灯
gregtech:white_lamp:4, 白色灯
gregtech:white_lamp:5, 白色灯
gregtech:white_lamp:6, 白色灯
gregtech:white_lamp:7, 白色灯
gregtech:orange_lamp:0, 橙色灯
gregtech:orange_lamp:1, 橙色灯
gregtech:orange_lamp:2, 橙色灯
gregtech:orange_lamp:3, 橙色灯
gregtech:orange_lamp:4, 橙色灯
gregtech:orange_lamp:5, 橙色灯
gregtech:orange_lamp:6, 橙色灯
gregtech:orange_lamp:7, 橙色灯
gregtech:magenta_lamp:0, 品红色灯
gregtech:magenta_lamp:1, 品红色灯
gregtech:magenta_lamp:2, 品红色灯
gregtech:magenta_lamp:3, 品红色灯
gregtech:magenta_lamp:4, 品红色灯
gregtech:magenta_lamp:5, 品红色灯
gregtech:magenta_lamp:6, 品红色灯
gregtech:magenta_lamp:7, 品红色灯
gregtech:light_blue_lamp:0, 淡蓝色灯
gregtech:light_blue_lamp:1, 淡蓝色灯
gregtech:light_blue_lamp:2, 淡蓝色灯
gregtech:light_blue_lamp:3, 淡蓝色灯
gregtech:light_blue_lamp:4, 淡蓝色灯
gregtech:light_blue_lamp:5, 淡蓝色灯
gregtech:light_blue_lamp:6, 淡蓝色灯
gregtech:light_blue_lamp:7, 淡蓝色灯
gregtech:yellow_lamp:0, 黄色灯
gregtech:yellow_lamp:1, 黄色灯
gregtech:yellow_lamp:2, 黄色灯
gregtech:yellow_lamp:3, 黄色灯
gregtech:yellow_lamp:4, 黄色灯
gregtech:yellow_lamp:5, 黄色灯
gregtech:yellow_lamp:6, 黄色灯
gregtech:yellow_lamp:7, 黄色灯
gregtech:lime_lamp:0, 黄绿色灯
gregtech:lime_lamp:1, 黄绿色灯
gregtech:lime_lamp:2, 黄绿色灯
gregtech:lime_lamp:3, 黄绿色灯
gregtech:lime_lamp:4, 黄绿色灯
gregtech:lime_lamp:5, 黄绿色灯
gregtech:lime_lamp:6, 黄绿色灯
gregtech:lime_lamp:7, 黄绿色灯
gregtech:pink_lamp:0, 粉红色灯
gregtech:pink_lamp:1, 粉红色灯
gregtech:pink_lamp:2, 粉红色灯
gregtech:pink_lamp:3, 粉红色灯
gregtech:pink_lamp:4, 粉红色灯
gregtech:pink_lamp:5, 粉红色灯
gregtech:pink_lamp:6, 粉红色灯
gregtech:pink_lamp:7, 粉红色灯
gregtech:gray_lamp:0, 灰色灯
gregtech:gray_lamp:1, 灰色灯
gregtech:gray_lamp:2, 灰色灯
gregtech:gray_lamp:3, 灰色灯
gregtech:gray_lamp:4, 灰色灯
gregtech:gray_lamp:5, 灰色灯
gregtech:gray_lamp:6, 灰色灯
gregtech:gray_lamp:7, 灰色灯
gregtech:silver_lamp:0, 淡灰色灯
gregtech:silver_lamp:1, 淡灰色灯
gregtech:silver_lamp:2, 淡灰色灯
gregtech:silver_lamp:3, 淡灰色灯
gregtech:silver_lamp:4, 淡灰色灯
gregtech:silver_lamp:5, 淡灰色灯
gregtech:silver_lamp:6, 淡灰色灯
gregtech:silver_lamp:7, 淡灰色灯
gregtech:cyan_lamp:0, 青色灯
gregtech:cyan_lamp:1, 青色灯
gregtech:cyan_lamp:2, 青色灯
gregtech:cyan_lamp:3, 青色灯
gregtech:cyan_lamp:4, 青色灯
gregtech:cyan_lamp:5, 青色灯
gregtech:cyan_lamp:6, 青色灯
gregtech:cyan_lamp:7, 青色灯
gregtech:purple_lamp:0, 紫色灯
gregtech:purple_lamp:1, 紫色灯
gregtech:purple_lamp:2, 紫色灯
gregtech:purple_lamp:3, 紫色灯
gregtech:purple_lamp:4, 紫色灯
gregtech:purple_lamp:5, 紫色灯
gregtech:purple_lamp:6, 紫色灯
gregtech:purple_lamp:7, 紫色灯
gregtech:blue_lamp:0, 蓝色灯
gregtech:blue_lamp:1, 蓝色灯
gregtech:blue_lamp:2, 蓝色灯
gregtech:blue_lamp:3, 蓝色灯
gregtech:blue_lamp:4, 蓝色灯
gregtech:blue_lamp:5, 蓝色灯
gregtech:blue_lamp:6, 蓝色灯
gregtech:blue_lamp:7, 蓝色灯
gregtech:brown_lamp:0, 棕色灯
gregtech:brown_lamp:1, 棕色灯
gregtech:brown_lamp:2, 棕色灯
gregtech:brown_lamp:3, 棕色灯
gregtech:brown_lamp:4, 棕色灯
gregtech:brown_lamp:5, 棕色灯
gregtech:brown_lamp:6, 棕色灯
gregtech:brown_lamp:7, 棕色灯
gregtech:green_lamp:0, 绿色灯
gregtech:green_lamp:1, 绿色灯
gregtech:green_lamp:2, 绿色灯
gregtech:green_lamp:3, 绿色灯
gregtech:green_lamp:4, 绿色灯
gregtech:green_lamp:5, 绿色灯
gregtech:green_lamp:6, 绿色灯
gregtech:green_lamp:7, 绿色灯
gregtech:red_lamp:0, 红色灯
gregtech:red_lamp:1, 红色灯
gregtech:red_lamp:2, 红色灯
gregtech:red_lamp:3, 红色灯
gregtech:red_lamp:4, 红色灯
gregtech:red_lamp:5, 红色灯
gregtech:red_lamp:6, 红色灯
gregtech:red_lamp:7, 红色灯
gregtech:black_lamp:0, 黑色灯
gregtech:black_lamp:1, 黑色灯
gregtech:black_lamp:2, 黑色灯
gregtech:black_lamp:3, 黑色灯
gregtech:black_lamp:4, 黑色灯
gregtech:black_lamp:5, 黑色灯
gregtech:black_lamp:6, 黑色灯
gregtech:black_lamp:7, 黑色灯
gregtech:borderless_white_lamp:0, 白色无框灯
gregtech:borderless_white_lamp:1, 白色无框灯
gregtech:borderless_white_lamp:2, 白色无框灯
gregtech:borderless_white_lamp:3, 白色无框灯
gregtech:borderless_white_lamp:4, 白色无框灯
gregtech:borderless_white_lamp:5, 白色无框灯
gregtech:borderless_white_lamp:6, 白色无框灯
gregtech:borderless_white_lamp:7, 白色无框灯
